Nr;Text_vorher;UNG.NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Titelstichwort;Erstglied;Lemma;Adj;mit_adj_Mod;Det;als_praep_Kompl;Praeposition;Material_zwischen_Prep_und_Nom;NOM_V;FVG;Genitiv;Zweitglied;Numerus;Simplexbasis;Fremdwortbasis;ig;Hapax_Legomenon;Anmerkungen;Majuskel;ierung;Kompositum;Praefix;Anzahl_Praefixe;Praefix_Kombi;Basisverb;Basisverb_alternativ;PREP_DET_NOM;Syntagma
4900;emt ist. Der Regierungskomissair hat diese starke ;Versamlungen; auf den Strassen als Polizeiwidrig verboten und l;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Versammlung;stark;JA;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;versammeln;NA;NEIN;NEIN
4901;ld in den Gang bringen. Diese Besitznahme und die ;Bestimmung; der Grenzen Frankreichs gegen Deutschland hin, so;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Bestimmung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bestimmen;NA;NEIN;NEIN
4902;utschen Reichs beschraenkt waren und folglich der ;Festsezzung; dieser Praeliminarien entgegen standen, mehr Ausd;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Festsetzung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;festsetzen;NA;NEIN;NEIN
4903;zung dieser Praeliminarien entgegen standen, mehr ;Ausdehnung; bekommen haben, so werden vor allen Dingen diese ;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Ausdehnung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;aus;NA;NA;ausdehnen;NA;NEIN;NEIN
4904;te geschlossen, und uebrigens dann nur noch ueber ;Ausgleichungen; und Ersaz verhandelt werden. - Die Meinung ist hi;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Ausgleichung;NA;NEIN;KEIN;NEIN;¸ber;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;aus;NA;NA;ausgleichen;NA;NEIN;NEIN
4905;Ausgleichungen und Ersaz verhandelt werden. - Die ;Meinung; ist hier nun fast allgemein, da√ü der General Buo;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Meinung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;meinen;NA;NEIN;NEIN
4906;s ist aber nicht zu vermuthen, da√ü sie zu seiner ;Abholung; bestimt seyn koennen, da er von Stra√üburg bis hi;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Abholung;NA;NEIN;s;NEIN;zu;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;ab;NA;NA;abholen;NA;NEIN;NEIN
4907;Lefevre aber bewohnt als Gouverneur der Stadt und ;Festung; das Erthalsche Palais. Auch der Kommissair-Ordonn;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Festung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;festen;NA;NEIN;NEIN
4908;ie Quartiere verlegt wurden und von der Stadt und ;Festung; Besiz nahmen. Die lezten Deutschen Truppen, welch;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Festung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;festen;NA;NEIN;NEIN
4909;rkoelnischen aber zu Wasser abgegangen. - Auf die ;Aufforderung;, welche der Franzoes. General Hatry am 21. Dezbr.;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Aufforderung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;auf;NA;NA;auffordern;NA;NEIN;NEIN
4910;Antwort des Churfuersten. Er aeussert darin seine ;Verwunderung; ueber die Aufforderung in einem Zeitpunkte, wo Wa;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Verwunderung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verwundern;NA;NEIN;NEIN
4911;n. Er aeussert darin seine Verwunderung ueber die ;Aufforderung; in einem Zeitpunkte, wo Waffenstillstand und der ;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Aufforderung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;auf;NA;NA;auffordern;NA;NEIN;NEIN
4912;try sich zu fuegen, aber unter der ausdrueklichen ;Bedingung; einer gerechten und billigen Kapitulation, die un;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Bedingung;NA;NEIN;b;NEIN;unter;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bedingen;NA;JA;NEIN
4913;igenthum sichert, und die zeitherige buergerliche ;Verfassung; bis zum Schlusse des Rastaedter Friedens unberueh;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Verfassung;b¸rgerlich;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verfassen;NA;NEIN;NEIN
4914;scretion und ohne vorhergaengige Kapitulation die ;Festung; uebergeben solle. Er wuerde uebrigens sogleich di;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Festung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;festen;NA;NEIN;NEIN
4915; Er schmeichle sich, da√ü der General nach dieser ;Erlaerung; nicht zu rasch vorschreiten werde, da die Sache s;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Erkl‰rung;NA;NEIN;DEM;NEIN;nach;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erklaeren;NA;NEIN;NEIN
4916;essen. Es hei√üt, sie wollen das alte Projekt zur ;Ausfuehrung; bringen und den Mayn um Castel herum leiten. - Jn;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Ausf¸hrung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;FVG;JA;NO;NA;aus;NA;NA;ausfuehren;NA;NEIN;NEIN
4917;rt worden. Eine gewoehnliche Vorsicht bei starken ;Truppenbewegungen; in der Naehe. Die lezten von Maynz ausmarschiren ;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;Truppen;Bewegung;stark;JA;KEIN;NEIN;bei;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;JA;be;NA;NA;bewegen;NA;NEIN;JA
4918;det, man schmeichele sich dort neuerdings mit der ;Hofnung; da√ü der Faden der Unterhandlung zwischen England;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Hoffnung;NA;NEIN;b;NEIN;mit;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
4919;ort neuerdings mit der Hofnung da√ü der Faden der ;Unterhandlung; zwischen England und der Franzoesischen Republik ;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Unterhandlung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;unter;NA;NA;unterhandeln;NA;NEIN;NEIN
4920;nd und der Franzoesischen Republik daselbst unter ;Vermittlung; eines grossen Hofes aufs neue werde angesponnen w;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Vermittlung;NA;NEIN;KEIN;JA;unter;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vermitteln;NA;NEIN;NEIN
4921;ngt der Franzoesis. Geschaeftstraeger Mengaud die ;Sperrung; der dasigen Katholischen St. Martinskirche und de;NEWS_P3_NoD_1798_danzig.txt;NEWS;P3;NoD;1798;1795;danzig.txt;NA;Sperrung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;sperren;NA;NEIN;NEIN
4922;                          ÔªøErfurtische gelehrte ;Zeitung;. Neun und zwanzigstes Stueck. Montags den 10ten A;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Zeitung;gelehrt;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;NA;NA;NEIN;NEIN
4924; der Gedanken und des Ausdrucks findet man in der ;Dollmetschung; nicht wieder. Lachen mu√üten wir, da wir in einer;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Dolmetschung;NA;NEIN;b;NEIN;in;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;NA;NA;NA;dolmetschen;NA;NEIN;NEIN
4925;der. Lachen mu√üten wir, da wir in einer gewissen ;Zeitung; das Urtheil fanden: Es liesse sich der Agathon in;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Zeitung;gewisse;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;NA;NA;NEIN;NEIN
4926; Es liesse sich der Agathon in der franzoesischen ;Uebersetzung; besser lesen als im Deutschen. In dem Vorberichte;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;‹bersetzung;NA;NEIN;b;NEIN;in;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;¸ber;NA;NA;uebersetzen;NA;NEIN;JA
4927;und Anfaenger werden durch eine solche woertliche ;Uebersetzung; nur in Verwirrung gesetzt. Vollstaendig ist diese;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;‹bersetzung;wˆrtlich;JA;u;NEIN;durch;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;¸ber;NA;NA;uebersetzen;NA;NEIN;JA
4928; durch eine solche woertliche Uebersetzung nur in ;Verwirrung; gesetzt. Vollstaendig ist diese Sprachlehre freyl;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Verwirrung;NA;NEIN;KEIN;NEIN;in;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;FVG;JA;NO;NA;ver;NA;NA;verwirren;NA;NEIN;NEIN
4929;"eylich nicht; ihre Vorzuege bestehen in einzelnen ";Anmerkungen;, in welchen man nur selten den Schweizer merkt. M;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Anmerkung;einzeln;JA;KEIN;NEIN;in;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anmerken;NA;NEIN;NEIN
4930;wie von dem Recensenten in der Gie√üner gelehrten ;Zeitung; geschehen ist. Mu√ü dann ein Zeitungsschreiber gl;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Zeitung;gelehrt;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;NA;NA;NEIN;NEIN
4931;o wie ein Schaarwaechter verdienen, der bey einer ;Erscheinung; aus vollem Halse schreye, und seine Pruegel werfe;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Erscheinung;NA;NEIN;u;NEIN;bei;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;JA;er;NA;NA;erscheinen;NA;NEIN;JA
4932;octor Disputation unter dem Arm dem H. Decano zur ;Erbarmung; empfiehlet. Leipzig. Versuch ueber die Geschichte;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Erbarmung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erbarmen;NA;NEIN;NEIN
4933;t ohngefehr das, was im Iselin die psychologische ;Betrachtung; des Menschen ist. Nur uebergeht Ferguson alle bek;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Betrachtung;psychologisch;JA;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;betrachten;NA;NEIN;NEIN
4934;so vom Stande der Natur, von den Grundsaetzen der ;Selbsterhaltung;, von den Grundsaetzen der Vereinigung unter den M;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;Selbst;Erhaltung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;JA;er;NA;NA;erhalten;NA;NEIN;JA
4935;zen der Selbsterhaltung, von den Grundsaetzen der ;Vereinigung; unter den Menschen, von den Grundsaetzen des Krie;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Vereinigung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;JA;NEIN;NA;JA;NO;NA;ver;NA;NA;vereinigen;NA;NEIN;NEIN
4936; den Kraeften des Verstandes, von der moralischen ;Empfindung;, von der Glueckseligkeit, und vom Nationalgluecke;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Empfindung;moralisch;JA;b;NEIN;von;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;emp;NA;NA;empfinden;NA;NEIN;NEIN
4937;l erzaehlt die Geschichte roher Nationen, vor der ;Stiftung; des Eigenthums und nach derselben. Vielleicht cha;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Stiftung;NA;NEIN;b;NEIN;vor;NA;NA;NA;postnom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;stiften;NA;NEIN;NEIN
4938;ilde weniger Beduerfnisse und weniger unangenehme ;Empfindungen; hat, als wir. Aber eben so richtig ist es auch, d;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Empfindung;unangenehm;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;emp;NA;NA;empfinden;NA;NEIN;NEIN
4939;o richtig ist es auch, da√ü wir mehrere angenehme ;Empfindungen; im positiven Verstande haben. Die Geschichte der ;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Empfindung;angenehm;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;emp;NA;NA;empfinden;NA;NEIN;NEIN
4940; ihren Ursachen und Folgen beschrieben. Die ganze ;Betrachtung; von S. 316 an ist ein schoenes Stueck zum Zimmerm;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Betrachtung;ganz;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;betrachten;NA;NEIN;NEIN
4941;uche. Leipzig. Bey Junius: Versuch in moralischen ;Erzaehlungen;"; Dritte Auflage. 1768. 588 S. in 8. Man hat diese";NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Erz‰hlung;moralisch;JA;KEIN;NEIN;in;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erzaehlen;NA;NEIN;NEIN
4942; Dritte Auflage. 1768. 588 S. in 8. Man hat diese ;Erzaehlungen;" immer gern gelesen; sie sind in dem Fache der kle";NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Erz‰hlung;NA;NEIN;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erzaehlen;NA;NEIN;NEIN
4943;ennen kan. Das Gesicht des Babuck ist die einzige ;Uebersetzung; in diesem Bande. Der Wilde wird auch dem Philosop;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;‹bersetzung;einzige;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;¸ber;NA;NA;uebersetzen;NA;NEIN;JA
4945;en Huronen vergleichen. Nur ist die franzoesische ;Erzaehlung;" launischer; die Deutsche hingegen ausgearbeiteter";NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Erz‰hlung;franzˆsisch;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erzaehlen;NA;NEIN;NEIN
4946;m machen sie uns verdrue√ülich und ermueden: eine ;Wirkung;, die selbst John Bull zuweilen hervorbringt, so s;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Wirkung;NA;NEIN;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;wirken;NA;NEIN;NEIN
4947;lichen, gelesen, verglichen und daraus allgemeine ;Betrachtungen; gezogen. Die meisten Vermehrungen der neuen Aufla;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Betrachtung;allgemein;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;betrachten;NA;NEIN;NEIN
4948;aus allgemeine Betrachtungen gezogen. Die meisten ;Vermehrungen; der neuen Auflage sind historische Beyspiele, wod;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Vermehrung;meiste;JA;b;NEIN;NA;NA;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vermehren;NA;NEIN;NEIN
4949;d historische Beyspiele, wodurch die Begriffe und ;Zergliederungen; des Nationalstolzes erlaeutert werden. Die Verbes;NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Zergliederung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;zer;NA;NA;zergliedern;NA;NEIN;NEIN
4950;rungen des Nationalstolzes erlaeutert werden. Die ;Verbesserungen;" betreffen weniger die Gedanken, als den Styl; Hr.";NEWS_P3_OMD_1769_erfurt.txt;NEWS;P3;OMD;1769;1765;erfurt.txt;NA;Verbesserung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verbessern;NA;NEIN;NEIN
4951;                                      ÔªøDeutsche ;Zeitung;  fuer die Jugend und ihre Freunde. 1stes Stueck. ;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Zeitung;deutsch;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;NA;NA;NEIN;NEIN
4952;fasser der ersten fuenf Quartale der Dessauischen ;Jugendzeitung;. Meine Leser und Leserinnen! Jch habe mich seit z;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;Jugend;Zeitung;Dessauisch;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;NA;NA;NEIN;NEIN
4953;kann, wenn ich mit der fluechtigen Zeit in meiner ;Erzaehlung; gleichen Schritt halten will. Lassen Sie uns also;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Erz‰hlung;NA;NEIN;s;NEIN;in;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erzaehlen;NA;NEIN;NEIN
4954;mit falschem Prophetengeist, Gelehrte mit ;Mutmaﬂungen;, und Einfaeltige mit Furcht und Warten der Dinge,;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Mutmaﬂung;NA;NEIN;KEIN;NEIN;mit;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;mutmassen;NA;NEIN;NEIN
4955;schenverstand auch in diesen gewaltigen Wehen und ;Zuckungen; unsers Wohnplaneten ueberall die Hand eines weise;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Zuckung;gewaltig;JA;s;NEIN;NA;NA;NA;NA;postnom;NA;PL;JA;NEIN;NEIN;JA;NA;JA;NO;NA;NA;NA;NA;zucken;NA;NEIN;NEIN
4956; ueberall die Hand eines weisen Regenten, der die ;Veraenderungen; einzelner Theile des Weltalls zum besten des gro√;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Ver‰nderung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;veraendern;NA;NEIN;NEIN
4957;ls zum besten des gro√üen Ganzen lenket, und jede ;Zerstoerung;" zu einer neuen Schoepfung macht; wenn wirs auch n";NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Zerstˆrung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;zer;NA;NA;zerstoeren;NA;NEIN;NEIN
4958;anzen lenket, und jede Zerstoerung zu einer neuen ;Schoepfung;" macht; wenn wirs auch nicht immer auskluegeln koe";NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Schˆpfung;neu;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;schoepfen;NA;NEIN;NEIN
4959;chlichen Stolzes, der sich als Herz und Zweck der ;Schoepfung; bruestet, und von den Leichen der Erschlagenen we;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Schˆpfung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;schoepfen;NA;NEIN;NEIN
4960; von den Leichen der Erschlagenen wehte ihnen die ;Hoffnung; der Unsterblichkeit entgegen. Das Staatsjahr 1783;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Hoffnung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hoffen;NA;NEIN;NEIN
4961; der dieses Jahr nicht durch aeu√üere oder innere ;Veraenderungen; ihres Zustandes merkwuerdig geworden waere. Lasse;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Ver‰nderung;innere;JA;KEIN;JA;durch;MOD;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;veraendern;NA;NEIN;NEIN
4962;sich gegen die Befehle seiner Fuehrer, und begeht ;Ausschweifungen;, die es vor der Zeit ins Verderben stuerzen koenn;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Ausschweifung;NA;NEIN;KEIN;NEIN;NA;NA;begehen;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;aus;NA;NA;ausschweifen;NA;NEIN;NEIN
4963;eber den Kopf heran wachsen. Sollte uebrigens die ;Stiftung; dieses neuen Freystaates die Summe des Guten auf ;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Stiftung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;stiften;NA;NEIN;NEIN
4964;en, und da√ü dieses im Nothfall seine Gesetze und ;Verfassung; aendern koenne, wenn sie seiner Glueckseligkeit e;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Verfassung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verfassen;NA;NEIN;NEIN
4965;worden, so da√ü sie wahrscheinlich nun zu mancher ;Verbesserung; in den Regierungen Gelegenheit geben wird. Au√üer;NEWS_P3_OMD_1784_gotha.txt;NEWS;P3;OMD;1784;1785;gotha.txt;NA;Verbesserung;NA;NEIN;s;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verbessern;NA;NEIN;NEIN
