Nummer;Text_vorher;NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Periode_dreissig;Erstglied;Lemma;Nicht-native_Basis;Hapax_Legomenon;Simplexbasis;Majuskel;Adj;mit_ADJ;Prep_NOM;Genitiv;NOM_V;Prep;Det;Numerus;Anmerkung;Praefix
2487;nteniren. Gleichfalls ist unser Königl. Wille und ;Begehren;/ daß von nun an/ die Execution aller Pönalen oder;zehen_jaehrige_histor_relation_leipzig_1687_fin.txt;NEWS;P1;OMD;1687;1685;1680-1710;NA;Begehren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
4774;hannen/ so sol der Neufaenger oder Auffnemer/ das ;Begehren; des Lehns und seyn Recht/ etlichen Geschwonen ode;LEGA_P1_WMD_1698_BergkRechtRAW.txt;LEGA;P1;WMD;1698;1695;1680-1710;NA;Begehren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;be
896;ilen, ich will hernach dir sagen/ was ferner mein ;Begehren; sey. Pericl. Auf jeden Winck gehorsamt meine Treu;DRAM_P1_NoD_1700_FreyheitRAW.txt;DRAM;P1;NoD;1700;1705;1680-1710;NA;Begehren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
4998;ft gegen mir getragen/ wenn ihr nicht dieses mein ;Begehren; erfuellet. Cel. Ach! Grausame/ wie koennet ihr mi;DRAM_P2_NoD_1707_SchaeferSpielRAW.txt;DRAM;P2;NoD;1707;1705;1680-1710;NA;Begehren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;be
10797; dem Durchlgsten Printzen Carl von Lothringen das ;Begehren; der Durchlgsten Ertz-Hertzogin Maria Anna bey Jhr;mercurius_graz_1744_fin.txt;NEWS;P2;OOD;1744;1745;1740-1770;NA;Begehren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;be
23590;sellschaft leisten moechte, welches Verlangen und ;Begehren; auch nachgehends erfuellete. Der Kayser liess der;NARR_P2_WMD_1750_TeutscheRAW.txt;NARR;P2;WMD;1750;1755;1740-1770;NA;Begehren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;be
11592;ch lieben, oder Ð KONSTANZE. Muss? welch albernes ;Begehren;! als ob man die Liebe anbefehlen koennte, wie ein;DRAM_P3_OOD_1782_SerailRAW.txt;DRAM;P3;OOD;1782;1785;1770-1800;NA;Begehren;NEIN;NEIN;NEIN;JA;albern;JA;NEIN;KEIN;NEIN;NA;s;SG;NA;be
11588;ze, Selim. SELIM. Nun Konstanze, denkst du meinem ;Begehren; nach? Der Tag ist bald verstrichen, Morgen musst ;DRAM_P3_OOD_1782_SerailRAW.txt;DRAM;P3;OOD;1782;1785;1770-1800;NA;Begehren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;be
19583;nen Schuh weit von einander verpflanzt, wobey das ;Begiesen; alle Abend nöthig ist, bis sie angewachsen sind. ;haushaltunszeitung_heilbronn_1781_fin.txt;NEWS;P3;WOD;1781;1785;1770-1800;NA;Begießen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;be
14597;d sagete: Nicht also ihr verwaegener/ dieses euer ;beginnen; ist trauen dem aeidlichen Versprechen nicht gemae;NARR_P1_NoD_1659_HerkulesRAW.txt;NARR;P1;NoD;1659;1655;1650-1680;NA;Beginnen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
6054;or der nasen zugemacht/ und den Pohlon sobald ihr ;beginnen; kund gethan/ die sich auch nicht gesäumet darauff;relation_strassburg_1662_1_fin.txt;NEWS;P1;WOD;1662;1665;1650-1680;NA;Beginnen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
3227;sendfach. 3. Der Verruchte steht und ruehmet Sein ;Beginnen; fuer und fuer/ Seine Bossheit wird verbluemet/ Se;DRAM_P1_WMD_1668_ChristRuehmendesRAW.txt;DRAM;P1;WMD;1668;1665;1650-1680;NA;Beginnen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
4451;ph. Ihr Gn. die meisten halten dieses Josephische ;Beginnen;" vor eine Thorheit; meint dann dieser Nasen-weise ";DRAM_P1_WOD_1687_JosephRAW.txt;DRAM;P1;WOD;1687;1685;1680-1710;NA;Beginnen;NEIN;NEIN;NEIN;JA;Eigenname;JA;NEIN;KEIN;NEIN;NA;s;SG;NA;be
19514;zubringen/ der ihne dann liebreich getroest/ sein ;Beginnen; hoechlich geruehmbt/ und mit kraefftigen Beredung;NARR_P1_WOD_1689_MirantenRAW.txt;NARR;P1;WOD;1689;1685;1680-1710;NA;Beginnen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
4675;Sinnen! Amynt. O unerhoertes Wort! O du verdammts ;Beginnen;/ Steh auf und lasse mich/ Wo nicht/ so solle dich;DRAM_P1_WOD_1699_LiebesStreitRAW.txt;DRAM;P1;WOD;1699;1695;1680-1710;NA;Beginnen;NEIN;NEIN;NEIN;JA;verdammt;JA;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;be
46733;s einer Magd des HErrns haette ein solches eitles ;Beginnen; nicht zu gelassen. Es ist in den Goettlichen Schr;SERM_P2_WOD_1730_SeelenLiechtRAW.txt;SERM;P2;WOD;1730;1735;1710-1740;NA;Beginnen;NEIN;NEIN;NEIN;JA;eitel;JA;NEIN;KEIN;NEIN;NA;u;SG;NA;be
21361;ie Prediger aufgebracht worden, dass sie sich dem ;Beginnen; des Rats widersetzten. Man deliberirte auf dem Ra;NARR_P2_OMD_1738_LebensBeschreibungRAW.txt;NARR;P2;OMD;1738;1735;1710-1740;NA;Beginnen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;be
1365;einer sicheren Straff/ dem ergangenen Vrtheil ein ;Begnuegen; zuthun/ dann auff einen sicheren darnach bestimbt;LEGA_P1_NoD_1695_DuesseldorffRAW.txt;LEGA;P1;NoD;1695;1695;1680-1710;NA;Begnügen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;u;SG;NA;be
11017;in genugsame Inzuecht zur Tortur/ sintemahlen das ;Begraben; aus Christlichem Eyffer herfliessen mag. Blumlach;LEGA_P2_WMD_1720_VatterMordRAW.txt;LEGA;P2;WMD;1720;1725;1710-1740;NA;Begraben;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;be
3021;r Kayser zu allen zeiten mehrer dess Reichs/ etc. ;Bekennen; fuer Vns vnd vnser Nachkommen am Reich offentlich;LEGA_P1_OOD_1657_WildtfangRAW.txt;LEGA;P1;OOD;1657;1655;1650-1680;NA;Bekennen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
3059;r Kayser zu allen zeiten mehrer dess Reichs/ etc. ;Bekennen; offentlich mit disem Brieff/ vnd thun kundt aller;LEGA_P1_OOD_1657_WildtfangRAW.txt;LEGA;P1;OOD;1657;1655;1650-1680;NA;Bekennen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
5359;tet/ Als haben Jhre Königl. Mayest. das gnädigste ;belieben; getragen/ seine execution auß zu stellen/ Warüber;ordinari_wochentl_dinstags_koeln_1662_fin.txt;NEWS;P1;WMD;1662;1665;1650-1680;NA;Belieben;NEIN;NEIN;NEIN;NEIN;gnädig;JA;NEIN;KEIN;JA;NA;b;SG;NA;be
2071;er fliehen. Je dieffer ihr schiesset/ Je mehreres ;Belieben; mein Herze geniesset. Driter Eintrit. Auss dem Pa;DRAM_P1_OOD_1675_PirrusRAW.txt;DRAM;P1;OOD;1675;1675;1650-1680;NA;Belieben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;be
27634; Herren Professores auf Universitaeten, so hieran ;Belieben; haben, mit ihren Auditoribus nur eine Schiff-Fahr;SCIE_P2_OMD_1737_MedicaRAW.txt;SCIE;P2;OMD;1737;1735;1710-1740;NA;Belieben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;JA;NA;KEIN;SG;NA;be
7668;b sie ihm gefiele, und sodann zu ersuchen, ob sie ;Belieben; truege, sich mit ihm zu verheirathen. Ich moechte;DRAM_P2_WMD_1742_BookesbeutelRAW.txt;DRAM;P2;WMD;1742;1745;1740-1770;NA;Belieben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;JA;NA;KEIN;SG;NA;be
9057;ighs und Torrys wird gar nicht mehr gehört, alles ;Bemühen; gehet alleine dahin, den König König in solchen S;welt_u_staatsgeschichte_erfurt_1744_1_fin.txt;NEWS;P2;OMD;1744;1745;1740-1770;NA;Bemühen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;be
3478;ES ist zwar die Liebe ein sehnliches LiebeVerlangen und hertzliches wolgefaelliges ;Beruhen; in der verlangeten und begehreten Schoenheit/ und;HUMA_P1_WMD_1674_BilderSchatzRAW.txt;HUMA;P1;WMD;1674;1675;1650-1680;NA;Beruhen;NEIN;JA;NEIN;JA;wohlgefällig;JA;NEIN;KEIN;NEIN;NA;u;SG;NA;be
17284;ns nichts anders, als das freiwillige Daseyn, das ;Bestehen; der Dinge durch sich selbst, die Existenz nach ei;HUMA_P3_WOD_1795_DichtungRAW.txt;HUMA;P3;WOD;1795;1795;1770-1800;NA;Bestehen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;be
36138;lben immer gebahnter zu machen, war von da an das ;Bestreben; jedes wuerdigen Pflanzenforschers. Die Natur der ;SCIE_P3_WOD_1787_BotanikRAW.txt;SCIE;P3;WOD;1787;1785;1770-1800;NA;Bestreben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;be
52911;uwider handeln, dessen Nachahmung unser hoechstes ;Bestreben; unser hoechster Stolz seyn. Eine unversoehnliche ;SERM_P3_WOD_1792_HegelRAW.txt;SERM;P3;WOD;1792;1795;1770-1800;NA;Bestreben;NEIN;NEIN;NEIN;JA;höchstes;JA;NEIN;PRENOM;NEIN;NA;KEIN;SG;NA;be
53073;"d mit uns haben; eine solche Traegheit wuerde dem ";Bestreben;, immer vollkommener zu werden, und es im Guten im;SERM_P3_WOD_1792_HegelRAW.txt;SERM;P3;WOD;1792;1795;1770-1800;NA;Bestreben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;be
10719;nd wund geworden auf den harten Steinen - Heisses ;Beten;, heisse Flamme. In dieser Kleidung, die der Bach ;DRAM_P3_OMD_1775_LeidendeWeibRAW.txt;DRAM;P3;OMD;1775;1775;1770-1800;NA;Beten;NEIN;NEIN;JA;JA;heiß;JA;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;NA
51779;"bmattende Traeume verwandelt; Ihr vergesset, dass ";Beten; und Arbeiten die einzige Mittel sind, die euch GO;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;1770-1800;NA;Beten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;NA
51788;n, euch aus einer Verlegenheit helfen, woraus nur ;Beten; und Arbeiten und Vertrauen auf GOtt helfen kann. ;SERM_P3_WMD_1780_LottoSuchtRAW.txt;SERM;P3;WMD;1780;1785;1770-1800;NA;Beten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;NA
18603;kauffen muesse, oder was dergleichen aufruehriges ;Betragen;" mehr seyn mag; So sollen solche Gesellen oder Kne";LEGA_P3_WOD_1769_ZunftOrdnungenRAW.txt;LEGA;P3;WOD;1769;1765;1740-1770;NA;Betragen;NEIN;NEIN;NEIN;JA;aufrührig;JA;NEIN;KEIN;NEIN;NA;s;SG;NA;be
13580;rauen nicht. Ethelwold. Wie so? Elfride. Legt Ihr ;Betragen; Ihre Zweifel nicht an Tag? Ethelwold. Nun wohl, i;DRAM_P3_WOD_1783_ElfrideRAW.txt;DRAM;P3;WOD;1783;1785;1770-1800;NA;Betragen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
13180;Ihm half nicht das vorsichtigste, untadelhafteste ;Betragen;, nicht die oeffentliche Erklaerung, wie sehr er s;HUMA_P3_NoD_1788_MenschenRAW.txt;HUMA;P3;NoD;1788;1785;1770-1800;NA;Betragen;NEIN;NEIN;NEIN;JA;untadelhaft;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;be
49565;n, (dass ihr durch euer rechtschaffenes und gutes ;Betragen;" unwissende und boshafte Menschen beschaemet;) als";SERM_P3_OMD_1790_UnruhenRAW.txt;SERM;P3;OMD;1790;1795;1770-1800;NA;Betragen;NEIN;NEIN;NEIN;JA;gut;JA;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
25426;kte niemand.         Indes war ihm das liebreiche ;Betragen;, das man in P. gegen ihn bewies, sehr aufmunternd;NARR_P3_NoD_1790_AntonReiserRAW.txt;NARR;P3;NoD;1790;1795;1770-1800;NA;Betragen;NEIN;NEIN;NEIN;JA;liebreich;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;be
49296;ille ueber ihn seufzen, wenn ihnen sein niedriges ;Betragen; bekannt wird.       Endlich aber wird der Undankb;SERM_P3_OMD_1790_UnruhenRAW.txt;SERM;P3;OMD;1790;1795;1770-1800;NA;Betragen;NEIN;NEIN;NEIN;JA;niedrig;JA;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
49371;cht und Huelfe zu schaffen? Kann denn ein solches ;Betragen; mit den Grundsaetzen der gesunden Vernunft und de;SERM_P3_OMD_1790_UnruhenRAW.txt;SERM;P3;OMD;1790;1795;1770-1800;NA;Betragen;NEIN;NEIN;NEIN;JA;solch;JA;NEIN;KEIN;NEIN;NA;u;SG;NA;be
18692;er sich doch alle Mühe, so laut, wie möglich, das ;Betragen; der Franken zu mißbilligen. - Gestern war im Admi;neue_mainzer_1793_fin.txt;NEWS;P3;WMD;1793;1795;1770-1800;NA;Betragen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;be
17002;er.         Zwar lernen sie leider nur zu oft das ;Betruegen; von uns Weibern, und betruegen uns dann wieder, w;HUMA_P3_WOD_1784_WeibsRAW.txt;HUMA;P3;WOD;1784;1785;1770-1800;NA;Betrügen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;be
12397;eyn. Mit der Majorsstelle hat es ohne dem einiges ;Bewenden; in diesen Umstaenden: ich moechte der mir gegeben;DRAM_P3_WMD_1780_HausvaterRAW.txt;DRAM;P3;WMD;1780;1785;1770-1800;NA;Bewenden;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;be
4958; -- Bell. Ich sehe nicht/ worinn euch dieses mein ;Bezeigen; verletzen kan/ da ihr eure Liebe auf die Amaranth;DRAM_P2_NoD_1707_SchaeferSpielRAW.txt;DRAM;P2;NoD;1707;1705;1680-1710;NA;Bezeugen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
7773;andern treuhertzig zu machen bemuehet ist, dessen ;Bezeigen; heisset man Heuchlerisch oder falsch. Von der Sch;HUMA_P2_OMD_1725_HassRAW.txt;HUMA;P2;OMD;1725;1725;1710-1740;NA;Bezeugen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;be
24316; vollem Halse zu schreyen anfieng: O tyrannisches ;Bezeugen;! Nein/ sprach der Elephant, auf eine solche Rache;NARR_P2_WOD_1744_FabelnRAW.txt;NARR;P2;WOD;1744;1745;1740-1770;NA;Bezeugen;NEIN;NEIN;NEIN;JA;tyrannisch;JA;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;be
6902;ung des Casimiro.       Ven. Wie?       Ern. Mein ;Bitten; hat dein Versprechen erhalten/ und hierin bist du;DRAM_P2_OOD_1725_VenceslaoRAW.txt;DRAM;P2;OOD;1725;1725;1710-1740;NA;Bitten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;NA
11639; Ð mit Bitten auch nicht Ð Ð also, was Drohen und ;Bitten; nicht vermoegen, soll die List zuwege bringen. (g;DRAM_P3_OOD_1782_SerailRAW.txt;DRAM;P3;OOD;1782;1785;1770-1800;NA;Bitten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;NA
28391;ssen. Denn das Strahlen-Schiessen und so genannte ;Blitzen;/ nebst der heftigen Bewegung der hin und her/ auf;SCIE_P2_OOD_1722_NordScheinesRAW.txt;SCIE;P2;OOD;1722;1725;1710-1740;NA;Blitzen;NEIN;NEIN;JA;JA;sogenannt;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
28286;er Fig. VII. abbilden wollen. Solches so genandte ;Blitzen;/ dabey man einiges Geraeusche oder Gezische hoere;SCIE_P2_OOD_1722_NordScheinesRAW.txt;SCIE;P2;OOD;1722;1725;1710-1740;NA;Blitzen;NEIN;NEIN;JA;JA;sogenannt;JA;NEIN;KEIN;NEIN;NA;s;SG;NA;NA
34285;darein, und faehret damit so lange fort, bis kein ;Brausen; oder Verpuffen mehr geschiehet. Wenn es kalt word;SCIE_P3_OOD_1788_ChimieRAW.txt;SCIE;P3;OOD;1788;1785;1770-1800;NA;Brausen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;NA
23224;en brauchen kanst/ wann bey dem Menschen sich ein ;Brechen;/ Rothe Ruhr/ oder Durchlauff des Leibes ereiget. ;SCIE_P1_WMD_1676_ArtzneyBuchRAW.txt;SCIE;P1;WMD;1676;1675;1650-1680;NA;Brechen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;u;SG;NA;NA
20791;ht zu seyn scheinen/ und wo er Leute hat/ die das ;Brechen; verstehen/ so kan er in einer Stunde des Nachts v;NARR_P2_OMD_1708_AffectenRAW.txt;NARR;P2;OMD;1708;1705;1680-1710;NA;Brechen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
33190;klichen Abgang am Glase spuehret, eine Kraft, das ;Brechen; zuwege zu bringen. Wie denn auch ueberdieses noch;SCIE_P3_OMD_1781_ChymieRAW.txt;SCIE;P3;OMD;1781;1785;1770-1800;NA;Brechen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
33185;) In der Medicin wird dieses Glas gebrauchet, ein ;Brechen; zu erregen. Man giesset naemlich Wein darauf, und;SCIE_P3_OMD_1781_ChymieRAW.txt;SCIE;P3;OMD;1781;1785;1770-1800;NA;Brechen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;u;SG;NA;NA
31995;r Menschen, die Unreinheit ihrer Kleider, und das ;Brennen; der Lichter sind die Hauptursachen, welche die ch;SCIE_P3_NoD_1799_GasartenRAW.txt;SCIE;P3;NoD;1799;1795;1770-1800;NA;Brennen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;NA
43799;chen zu bestricken und in ihr Netz zu locken. Das ;Tichten; und Trachten des menschlichen Hertzens ist ja von;SERM_P2_OMD_1734_EvangelischRAW.txt;SERM;P2;OMD;1734;1735;1710-1740;NA;Dichten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;NA
50320; buhlen wollen. Bedaurenswuerdige Menschen, deren ;Tichten; und Trachten so ganz auf das Irrdische, auf das S;SERM_P3_OOD_1782_ErloeserRAW.txt;SERM;P3;OOD;1782;1785;1770-1800;NA;Dichten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;KEIN;SG;NA;NA
13430;sondern mit einer guten Laterne.       §. 10. Das ;Droeschen;, Hexel-Schneiden, Hanff oder Flachs-Breiten, Lich;LEGA_P3_NoD_1751_FeuerOrdnungRAW.txt;LEGA;P3;NoD;1751;1755;1740-1770;NA;Dreschen;NEIN;JA;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
11638; nichts aus Ð mit Bitten auch nicht Ð Ð also, was ;Drohen; und Bitten nicht vermoegen, soll die List zuwege ;DRAM_P3_OOD_1782_SerailRAW.txt;DRAM;P3;OOD;1782;1785;1770-1800;NA;Drohen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;NA
32967;n waren. Ich sahe aus diesen Umstaenden, dass das ;Durchbohren; des Nagelknochens in diesem Falle nicht hinlaengl;SCIE_P3_OMD_1781_AkademieRAW.txt;SCIE;P3;OMD;1781;1785;1770-1800;NA;Durchbohren;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;durch
19442;welche man natürlicher Weise wegwirft. Ist dieses ;Durchsieben; geschehen, so muß der durchgesiebte brauchbare Sa;haushaltunszeitung_heilbronn_1781_fin.txt;NEWS;P3;WOD;1781;1785;1770-1800;NA;Durchsieben;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;durch
15458; zurueck fordert. Das beste ist, dass sie ihm ihr ;Einbringen; in Gegenwart einiger Zeugen uebergebe, deren Zeug;LEGA_P3_OMD_1784_ErbstatutenRAW.txt;LEGA;P3;OMD;1784;1785;1770-1800;NA;Einbringen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ein
15407;                      III.       Von der Mitgift, ;Einbringen;, oder dem Heyrathsguthe, so die Frau dem Manne zu;LEGA_P3_OMD_1784_ErbstatutenRAW.txt;LEGA;P3;OMD;1784;1785;1770-1800;NA;Einbringen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;ein
15410;tattung, Mitgifft, Heyrathsguth, Brautschatz oder ;Einbringen; genennet. Dieses ist der Vater seiner Tochter, we;LEGA_P3_OMD_1784_ErbstatutenRAW.txt;LEGA;P3;OMD;1784;1785;1770-1800;NA;Einbringen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;ein
1877; ins Lehn-Buch einlegen lassen/ jedoch dass solch ;einlegen; nicht zum Vortheil und andern zum Schaden angeseh;LEGA_P1_OMD_1674_BergOrdnungRAW.txt;LEGA;P1;OMD;1674;1675;1650-1680;NA;Einlegen;NEIN;NEIN;NEIN;NEIN;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;ein
4701;twas zu bekommen/ geschicht durch ein frey sicher ;Einnehmen; eines Dinges/ und gehet also zu. Wann ein Bergman;LEGA_P1_WMD_1698_BergkRechtRAW.txt;LEGA;P1;WMD;1698;1695;1680-1710;NA;Einnehmen;NEIN;JA;NEIN;JA;sicher;JA;NEIN;POSTNOM;NEIN;NA;u;SG;NA;ein
1807; da es immer an Dienern gebrechen wil/ welche das ;Einpacken; beschleunigen: Weiche mir aus dem Gesichte/ oder ;DRAM_P1_OMD_1683_MasanielloRAW.txt;DRAM;P1;OMD;1683;1685;1680-1710;NA;Einpacken;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;ein
6080;einen Glaeubigern/ die gebuehrende Nothdurfft und ;Einreden; auch vorbehalten seyn soll: Jedoch wann ein Schul;LEGA_P1_WOD_1683_UlmRAW.txt;LEGA;P1;WOD;1683;1685;1680-1710;NA;Einreden;NEIN;JA;NEIN;JA;gebührend;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;ein
6462;sondern in diesem und vorstehendem Casu billiches ;Einsehen; genommen/ und hierunder die Gebuehr Rechtens verf;LEGA_P1_WOD_1683_UlmRAW.txt;LEGA;P1;WOD;1683;1685;1680-1710;NA;Einsehen;NEIN;NEIN;NEIN;JA;billig;JA;NEIN;KEIN;JA;NA;KEIN;SG;NA;ein
1993;lachen und verachten/ oder doch der Obrigkeit das ;Einsehen; willig und gedultig ueberlassen/ wann wir wissen/;HUMA_P1_OMD_1685_ChristenStatRAW.txt;HUMA;P1;OMD;1685;1685;1680-1710;NA;Einsehen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;ein
9715;erbringung in den Spital oder Findel/ auch andern ;Einsehen;/ gaenzlich verbotten und abgestellet: Denen aber/;LEGA_P2_OOD_1704_OrdnungNuernbergRAW.txt;LEGA;P2;OOD;1704;1705;1680-1710;NA;Einsehen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;ein
11339;rn und abzuschaffen/ auch jederzeit gebuehrliches ;Einsehen; zuthun/ damit die Persohnen ihren Aembtern mit Fl;LEGA_P2_WMD_1724_GesetzBuchRAW.txt;LEGA;P2;WMD;1724;1725;1710-1740;NA;Einsehen;NEIN;NEIN;NEIN;JA;gebührlich;JA;NEIN;KEIN;JA;NA;KEIN;SG;NA;ein
199; mancher suesser Romane das itzt so sehr beliebte ;Empfindeln; lehren solle: aber sie den maessigen, richtigen G;HUMA_P3_WOD_1784_WeibsRAW.txt;HUMA;P3;WOD;1784;1785;1770-1800;NA;Empfindeln;NEIN;JA;NEIN;JA;beliebt;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;emp
34340;er ihre eigene Bewegung Meister, und entstund das ;Entflammen;, wie vorhin erzaehlet worden.       Spiritus Nitr;SCIE_P3_OOD_1788_ChimieRAW.txt;SCIE;P3;OOD;1788;1785;1770-1800;NA;Entflammen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;ent
27913;Rechtsfreund nicht glueklich durch das Finden und ;Entscheiden;, sondern durch das Untersuchen einer juristischen;NARR_P3_OOD_1796_QuintusRAW.txt;NARR;P3;OOD;1796;1795;1770-1800;NA;Entscheiden;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;ent
16209;erden. Es ist also nun ein Mittel da, wodurch das ;Entstehen; dieser Krankheit ganz und gar unmöglich gemacht w;intelligenzblatt_gotha_1790_fin.txt;NEWS;P3;OMD;1790;1795;1770-1800;NA;Entstehen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;ent
26371;Antwort von seinem Vater. Man stelle sich Mariens ;Entzuecken; vor, als sie ihm selbst den Brief aus Berlin von ;NARR_P3_OMD_1776_ZerbinRAW.txt;NARR;P3;OMD;1776;1775;1770-1800;NA;Entzücken;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ent
